Date,Close,VWAP,regime,vwap_signal,hmm_signal,equity
2009-06-23,16627.653802111072,17401.45619243024,LV_BEAR,-1.0,-1.0,1.1368462960072192
2009-06-24,16904.010019336725,17411.39090441224,LV_BEAR,-1.0,-1.0,1.1179515953073729
2009-06-25,17173.550758032976,17417.26986823604,LV_BEAR,-1.0,-1.0,1.100125440538114
2009-06-26,17212.499163311993,17414.018949206577,LV_BEAR,-1.0,-1.0,1.0976304334123574
2009-06-29,17392.239392160747,17392.263482371305,LV_BEAR,-1.0,-1.0,1.086168510107611
2009-06-30,17194.882212184748,17363.163539549492,LV_BEAR,-1.0,-1.0,1.098493728804301
2009-07-01,17244.43357787434,17343.285748777376,LV_BEAR,-1.0,-1.0,1.0953281436149396
2009-07-02,16640.941109845855,17308.536233387804,LV_BEAR,-1.0,-1.0,1.133660645619492
2009-07-06,16715.963480289585,17259.76511732435,LV_BEAR,-1.0,-1.0,1.1285497622654956
2009-07-07,16185.85973950092,17198.214223178857,LV_BEAR,-1.0,-1.0,1.1643388121368068
2009-07-08,16171.50097012406,17112.957866858334,LV_BEAR,-1.0,-1.0,1.1653717181886984
2009-07-09,16160.631358162453,17010.320443048342,LV_BEAR,-1.0,-1.0,1.166155018291215
2009-07-10,16087.7558617506,16922.868361067656,LV_BEAR,-1.0,-1.0,1.1714137315164392
2009-07-13,16703.30029818995,16853.255855846543,HV_BEAR,-1.0,0.0,1.1265934836583802
2009-07-14,16854.19295242796,16821.815133908876,HV_BEAR,1.0,0.0,1.1264244946358315
2009-07-15,17307.622035925226,16827.08780265656,HV_BEAR,1.0,0.0,1.1264244946358315
2009-07-16,17589.819473462612,16845.199411003367,HV_BEAR,1.0,0.0,1.1264244946358315
2009-07-17,17602.63558772333,16878.447284709364,HV_BEAR,1.0,0.0,1.1264244946358315
2009-07-20,17860.491664911624,16903.734915008212,HV_BEAR,1.0,0.0,1.1264244946358315
2009-07-21,17976.554755303703,16958.546699451108,LV_BEAR,1.0,0.0,1.1264244946358315
2009-07-22,18001.287681967653,17013.24887350119,LV_BEAR,1.0,0.0,1.1264244946358315
2009-07-23,18544.20451203375,17081.05220671305,LV_BEAR,1.0,0.0,1.1264244946358315
2009-07-24,18575.0739482297,17133.077829189846,LV_BEAR,1.0,0.0,1.1264244946358315
2009-07-27,18721.57968757456,17214.632489402324,LV_BEAR,1.0,0.0,1.1264244946358315
2009-07-28,18728.52778948244,17284.020825389674,LV_BEAR,1.0,0.0,1.1264244946358315
2009-07-29,18545.71861444329,17340.91673985874,LV_BEAR,1.0,0.0,1.1264244946358315
2009-07-30,18921.729057757373,17434.800737072674,LV_BEAR,1.0,0.0,1.1264244946358315
2009-07-31,18716.219094190223,17525.78988291797,LV_BEAR,1.0,0.0,1.1264244946358315
2009-08-03,19071.514370223733,17650.75902304967,LV_BEAR,1.0,0.0,1.1264244946358315
2009-08-04,19417.012197580865,17816.549132427892,LV_BEAR,1.0,0.0,1.1264244946358315
2009-08-05,19412.252996903404,18049.771392629104,LV_BEAR,1.0,0.0,1.1264244946358315
2009-08-06,19224.882631498203,18223.73792024842,LV_BEAR,1.0,0.0,1.1264244946358315
2009-08-07,19450.20459061041,18378.44174033035,LV_BEAR,1.0,0.0,1.1264244946358315
2009-08-10,19293.95147105261,18535.437633772282,LV_BEAR,1.0,0.0,1.1264244946358315
2009-08-11,19198.54473610492,18643.61002823505,LV_BEAR,1.0,0.0,1.1264244946358315
2009-08-12,19560.036477467904,18763.83018758707,LV_BEAR,1.0,0.0,1.1264244946358315
2009-08-13,19756.841698457472,18877.600248200917,LV_BEAR,1.0,0.0,1.1264244946358315
2009-08-14,19520.372093028192,18977.988936793077,LV_BEAR,1.0,0.0,1.1264244946358315
2009-08-17,18911.697160322616,19042.825868077616,LV_BEAR,-1.0,-1.0,1.1264244946358315
2009-08-18,19245.064666975333,19100.204039239543,LV_BEAR,1.0,0.0,1.1063993899698519
2009-08-19,19410.810697986937,19146.750396286774,LV_BEAR,1.0,0.0,1.1062334300613563
2009-08-20,19493.933423275084,19189.76411406075,LV_BEAR,1.0,0.0,1.1062334300613563
2009-08-21,19987.44297601897,19236.180425583334,LV_BEAR,1.0,0.0,1.1062334300613563
2009-08-24,19977.93888854614,19297.82585033638,LV_BEAR,1.0,0.0,1.1062334300613563
2009-08-25,19980.037572911537,19360.223722722363,LV_BEAR,1.0,0.0,1.1062334300613563
2009-08-26,19907.91766909929,19411.039847669068,LV_BEAR,1.0,0.0,1.1062334300613563
2009-08-27,19836.877935041422,19467.425376776893,LV_BEAR,1.0,0.0,1.1062334300613563
2009-08-28,19847.00910412812,19512.67315395296,LV_BEAR,1.0,0.0,1.1062334300613563
2009-08-31,19562.125513964776,19546.6887193047,LV_BEAR,1.0,0.0,1.1062334300613563
2009-09-01,19097.26999813318,19542.377697197342,LV_BEAR,-1.0,-1.0,1.1062334300613563
2009-09-02,19091.19252553753,19528.480547462656,LV_BEAR,-1.0,-1.0,1.1064195403054755
2009-09-03,19195.417803053995,19525.466167564657,LV_BEAR,-1.0,-1.0,1.1003792217929613
2009-09-04,19703.298324965508,19531.613020443412,LV_BEAR,1.0,0.0,1.071264920703048
2009-09-08,19910.53712061657,19562.7521596797,LV_BEAR,1.0,0.0,1.0711042309649426
2009-09-09,20188.965909062117,19608.762634090872,LV_BEAR,1.0,0.0,1.0711042309649426
2009-09-10,20488.00071973564,19653.814152878367,LV_BEAR,1.0,0.0,1.0711042309649426
2009-09-11,20467.90725906282,19685.950485575027,LV_BEAR,1.0,0.0,1.0711042309649426
2009-09-14,20483.52800480232,19727.549837628198,LV_BEAR,1.0,0.0,1.0711042309649426
2009-09-15,20290.701063589804,19786.204852789335,LV_BEAR,1.0,0.0,1.0711042309649426
2009-09-16,20671.441238077958,19849.09307238146,LV_BEAR,1.0,0.0,1.0711042309649426
2009-09-17,20622.83100539829,19917.009161795013,LV_BEAR,1.0,0.0,1.0711042309649426
2009-09-18,20756.473439963564,19976.823961827788,LV_BEAR,1.0,0.0,1.0711042309649426
2009-09-21,20555.187861161943,20008.366297869055,LV_BEAR,1.0,0.0,1.0711042309649426
2009-09-22,20622.95162698862,20031.461164915578,LV_BEAR,1.0,0.0,1.0711042309649426
2009-09-23,20356.12951045273,20060.016333721684,LV_BEAR,1.0,0.0,1.0711042309649426
2009-09-24,19938.82086575207,20065.78662324428,LV_BEAR,-1.0,-1.0,1.0711042309649426
2009-09-25,19895.01197843698,20070.919350572953,LV_BEAR,-1.0,-1.0,1.073296958485941
2009-09-28,20447.58009533753,20090.057534697913,LV_BEAR,1.0,0.0,1.0434869900441803
2009-09-29,20450.868540223957,20126.149903929367,LV_BEAR,1.0,0.0,1.0433304669956738
2009-09-30,20284.33754476196,20184.90589706644,LV_BEAR,1.0,0.0,1.0433304669956738
2009-10-01,19653.756872954466,20227.530422985776,LV_BEAR,-1.0,-1.0,1.0433304669956738
2009-10-02,19528.55050248473,20231.947865056216,LV_BEAR,-1.0,-1.0,1.0498206162987864
2009-10-05,19740.28399377412,20242.117817892078,LV_BEAR,-1.0,-1.0,1.0384381952487325
2009-10-06,20226.59554672989,20258.4409960695,LV_BEAR,-1.0,-1.0,1.0128557623141672
2009-10-07,20190.774827025158,20265.741170331446,LV_BEAR,-1.0,-1.0,1.0146495007749654
2009-10-08,20249.213985380804,20258.426320007788,LV_BEAR,-1.0,-1.0,1.0117127505333698
2009-10-09,20187.70326232482,20247.39719745285,LV_BEAR,-1.0,-1.0,1.014786014653903
2009-10-12,20235.581019226043,20236.104346779422,LV_BEAR,-1.0,-1.0,1.0123793179888576
2009-10-13,20302.76465615839,20231.057460219374,LV_BEAR,1.0,0.0,1.0090181432109773
2009-10-14,20939.764836043392,20237.59930136115,LV_BEAR,1.0,0.0,1.0088667904894957
2009-10-15,21186.968722600024,20251.933056500966,LV_BEAR,1.0,0.0,1.0088667904894957
2009-10-16,21063.323059697246,20271.426935205825,LV_BEAR,1.0,0.0,1.0088667904894957
2009-10-19,21343.750679899844,20307.173082905047,LV_BEAR,1.0,0.0,1.0088667904894957
2009-10-20,21114.734570314504,20340.668394501292,LV_BEAR,1.0,0.0,1.0088667904894957
2009-10-21,20900.748321023653,20375.53125346069,LV_BEAR,1.0,0.0,1.0088667904894957
2009-10-22,21022.922907524684,20419.400929811018,LV_BEAR,1.0,0.0,1.0088667904894957
2009-10-23,20913.19194717858,20485.684975206375,LV_BEAR,1.0,0.0,1.0088667904894957
2009-10-26,20539.10742013515,20505.581643711444,LV_BEAR,1.0,0.0,1.0088667904894957
2009-10-27,20487.914960648963,20507.179783710984,LV_BEAR,-1.0,-1.0,1.0088667904894957
2009-10-28,20085.982098003147,20496.79788693731,LV_BEAR,-1.0,-1.0,1.0285074557963898
2009-10-29,20580.81500314454,20533.222315685503,LV_BEAR,1.0,0.0,1.0031694200544428
2009-10-30,20007.110415245785,20590.314056226747,LV_BEAR,-1.0,-1.0,1.0030189446414346
2009-11-02,20183.25238286579,20603.5564219252,LV_BEAR,-1.0,-1.0,0.9940379447191039
2009-11-03,20298.66581461468,20618.887359003904,LV_BEAR,-1.0,-1.0,0.9883537602124463
2009-11-04,20107.96472822959,20613.101307954792,LV_BEAR,-1.0,-1.0,0.9976391062310797
2009-11-05,20493.804644404117,20620.732314701214,LV_BEAR,-1.0,-1.0,0.9784959958107482
2009-11-06,20600.669902629157,20630.02548052581,LV_BEAR,-1.0,-1.0,0.9733936134528176
2009-11-09,20988.71234139622,20649.078642796823,LV_BEAR,1.0,0.0,0.9550583829273137
2009-11-10,20839.827946468555,20674.059457805793,LV_BEAR,1.0,0.0,0.9549151241698747
2009-11-11,20985.91911715677,20680.808020180837,LV_BEAR,1.0,0.0,0.9549151241698747
2009-11-12,20771.275865496424,20667.73162933403,LV_BEAR,1.0,0.0,0.9549151241698747
2009-11-13,20845.700005246566,20648.886721498537,LV_BEAR,1.0,0.0,0.9549151241698747
2009-11-16,20922.828725408923,20626.538261303078,LV_BEAR,1.0,0.0,0.9549151241698747
2009-11-17,20973.653820815565,20608.578513105233,LV_BEAR,1.0,0.0,0.9549151241698747
2009-11-18,21002.59932505374,20597.181515097178,LV_BEAR,1.0,0.0,0.9549151241698747
2009-11-19,20801.06916590597,20585.74731623456,LV_BEAR,1.0,0.0,0.9549151241698747
2009-11-20,20815.81630919449,20571.267055989225,LV_BEAR,1.0,0.0,0.9549151241698747
2009-11-23,21303.637913088573,20593.96293805377,LV_BEAR,1.0,0.0,0.9549151241698747
2009-11-24,21190.229523116395,20629.01857643851,LV_BEAR,1.0,0.0,0.9549151241698747
2009-11-25,21189.337985039347,20674.948007300216,LV_BEAR,1.0,0.0,0.9549151241698747
2009-11-27,20745.798520415086,20693.77013622934,LV_BEAR,1.0,0.0,0.9549151241698747
2009-11-30,20860.431024371326,20729.28137567865,HV_BULL,1.0,1.0,0.9549151241698747
2009-12-01,21092.474026960877,20792.181560928093,HV_BULL,1.0,1.0,0.965393976750288
2009-12-02,21131.7364704312,20843.795742720158,HV_BULL,1.0,1.0,0.9671910028549686
2009-12-03,20815.15415549509,20893.586026384535,HV_BULL,-1.0,0.0,0.9527011587715138
2009-12-04,20849.144079953967,20923.83267230714,HV_BULL,-1.0,0.0,0.9525582535976981
2009-12-07,20839.43154882342,20942.21667185316,HV_BULL,-1.0,0.0,0.9525582535976981
2009-12-08,20700.54072434814,20936.897742960802,HV_BULL,-1.0,0.0,0.9525582535976981
2009-12-09,20868.054174772657,20932.42108807766,HV_BULL,-1.0,0.0,0.9525582535976981
2009-12-10,21043.118408744707,20936.21132392742,HV_BULL,1.0,1.0,0.9525582535976981
2009-12-11,21051.226788904383,20946.44213561046,HV_BULL,1.0,1.0,0.9527824116780039
2009-12-14,21109.61372170555,20958.738750136854,HV_BULL,1.0,1.0,0.955425015038018
2009-12-15,20933.15118487795,20964.045738892066,HV_BULL,-1.0,0.0,0.9474382880365284
2009-12-16,20813.16583850114,20955.626138099175,HV_BULL,-1.0,0.0,0.947296172293323
2009-12-17,20485.91215270699,20916.90588891692,HV_BULL,-1.0,0.0,0.947296172293323
2009-12-18,20638.72514803076,20885.763090441265,HV_BULL,-1.0,0.0,0.947296172293323
2009-12-21,20696.392344831125,20877.331697312165,HV_BULL,-1.0,0.0,0.947296172293323
2009-12-22,20872.407381364806,20861.482384679384,LV_BULL,1.0,1.0,0.947296172293323
2009-12-23,20932.12705855604,20847.48175548158,LV_BULL,1.0,1.0,0.9498644610341258
2009-12-24,21232.666138762102,20843.26098377068,LV_BULL,1.0,1.0,0.9635024152965397
2009-12-28,21425.18146158311,20858.921330243764,LV_BULL,1.0,1.0,0.9722384344713058
2009-12-29,21488.547377302304,20874.156495023773,LV_BULL,1.0,1.0,0.9751138723670423
2009-12-30,21383.693341481667,20884.788823804978,LV_BULL,1.0,1.0,0.9703557738735922
2009-12-31,21249.456562147017,20882.511593278923,LV_BULL,1.0,1.0,0.9642643362620693
2010-01-04,21542.01976298647,20912.859077742796,LV_BULL,1.0,1.0,0.9775403586321989
2010-01-05,21469.974398689134,20934.690042440914,LV_BULL,1.0,1.0,0.9742710620654019
2010-01-06,21498.881676063684,20965.15253701106,LV_BULL,1.0,1.0,0.9755828253356386
2010-01-07,21501.89453503281,21009.666402544437,LV_BULL,1.0,1.0,0.975719543771031
2010-01-08,21628.986575053656,21043.82558262286,LV_BULL,1.0,1.0,0.981486765217682
2010-01-11,21532.6776815306,21076.863132016035,LV_BULL,1.0,1.0,0.9771164308038328
2010-01-12,21340.56453990741,21096.42139688505,LV_BULL,1.0,1.0,0.968398661930416
2010-01-13,21638.40247261629,21115.157419756786,LV_BULL,1.0,1.0,0.9819140426959078
2010-01-14,21648.767976959865,21145.733702667432,LV_BULL,1.0,1.0,0.9823844117209531
2010-01-15,21366.19809373449,21193.073845172286,LV_BULL,1.0,1.0,0.9695618691726726
2010-01-19,21628.5709328374,21282.334333083203,LV_BULL,1.0,1.0,0.9814679040781225
2010-01-20,21293.46242074971,21373.416882647874,LV_BULL,-1.0,-1.0,0.9662612475672157
2010-01-21,21011.753454021764,21388.77391652322,HV_BULL,-1.0,0.0,0.9787548448092062
2010-01-22,20414.67287442479,21367.498834514445,HV_BULL,-1.0,0.0,0.9786080315824848
2010-01-25,20386.631950163388,21336.532702505116,HV_BULL,-1.0,0.0,0.9786080315824848
2010-01-26,20044.82742175288,21264.39827486543,HV_BULL,-1.0,0.0,0.9786080315824848
2010-01-27,20237.601333870705,21192.926878717513,HV_BULL,-1.0,0.0,0.9786080315824848
2010-01-28,20079.25073096578,21122.36318078833,HV_BULL,-1.0,0.0,0.9786080315824848
2010-01-29,19938.54111171017,21057.37396151044,HV_BULL,-1.0,0.0,0.9786080315824848
2010-02-01,20351.459887042507,21017.647275840158,HV_BULL,-1.0,0.0,0.9786080315824848
2010-02-02,20555.23865864683,20974.647580977726,HV_BULL,-1.0,0.0,0.9786080315824848
2010-02-03,20449.509657712,20939.34325123394,HV_BULL,-1.0,0.0,0.9786080315824848
2010-02-04,19892.828526572805,20856.155703762463,LV_BEAR,-1.0,-1.0,0.9786080315824848
2010-02-05,19740.253413934337,20755.213453210934,LV_BEAR,-1.0,-1.0,0.9859670221949565
2010-02-08,19516.25236443849,20680.142642016497,LV_BEAR,-1.0,-1.0,0.9971552092515656
2010-02-09,19814.79748454353,20593.7067155319,LV_BEAR,-1.0,-1.0,0.9819014701550256
2010-02-10,19684.51645811286,20517.505197083363,LV_BEAR,-1.0,-1.0,0.9883574095349446
2010-02-11,20044.24152796612,20455.239007953798,LV_BEAR,-1.0,-1.0,0.970295653283959
2010-02-12,20043.672938594435,20393.399465287217,LV_BEAR,-1.0,-1.0,0.9703231773883298
2010-02-16,20605.70834764492,20326.82029793874,LV_BEAR,1.0,0.0,0.9431147917004691
2010-02-17,20727.99163611613,20281.70499258081,LV_BEAR,1.0,0.0,0.942973324481714
2010-02-18,21036.31624794348,20248.309588764845,LV_BEAR,1.0,0.0,0.942973324481714
2010-02-19,20941.36429798288,20220.029905975916,LV_BEAR,1.0,0.0,0.942973324481714
2010-02-22,20667.04967955941,20218.244112059525,LV_BEAR,1.0,0.0,0.942973324481714
2010-02-23,20447.36107524568,20221.07383718984,LV_BEAR,1.0,0.0,0.942973324481714
2010-02-24,20655.112062475742,20242.211392507368,LV_BEAR,1.0,0.0,0.942973324481714
2010-02-25,20619.20339880223,20269.83794910737,LV_BEAR,1.0,0.0,0.942973324481714
2010-02-26,20704.90478485257,20297.955347531428,LV_BEAR,1.0,0.0,0.942973324481714
2010-03-01,20968.736589337168,20339.989197168212,LV_BEAR,1.0,0.0,0.942973324481714
2010-03-02,21230.88093365347,20386.798073754235,LV_BEAR,1.0,0.0,0.942973324481714
2010-03-03,21298.68589901355,20425.219507350732,LV_BEAR,1.0,0.0,0.942973324481714
2010-03-04,21630.884231492782,20476.107318060916,LV_BEAR,1.0,0.0,0.942973324481714
2010-03-05,21983.64684084163,20562.320850737586,HV_BULL,1.0,1.0,0.942973324481714
2010-03-08,22162.847290958343,20688.643955580283,HV_BULL,1.0,1.0,0.9505185578324044
2010-03-09,22125.519781329425,20830.237052857196,HV_BULL,1.0,1.0,0.9489176583561701
2010-03-10,22237.59955832411,20964.96326269482,HV_BULL,1.0,1.0,0.9537245275545436
2010-03-11,22238.65326416846,21085.968160247314,HV_BULL,1.0,1.0,0.9537697188129773
2010-03-12,22307.97430855518,21208.83154432474,HV_BULL,1.0,1.0,0.956742754645101
2010-03-15,22272.9701809334,21316.331022496237,HV_BULL,1.0,1.0,0.9552415002048011
2010-03-16,22592.37560896818,21424.452518960712,LV_BULL,1.0,1.0,0.9689401366134597
2010-03-17,22640.278401274954,21538.892088877103,LV_BULL,1.0,1.0,0.9709945880321704
2010-03-18,22663.74561672204,21619.76994009469,LV_BULL,1.0,1.0,0.9720010482351521
2010-03-19,22291.440279284023,21684.21854799783,LV_BULL,1.0,1.0,0.9560336444187993
2010-03-22,22621.842814661613,21778.94451396491,LV_BULL,1.0,1.0,0.9702039239550122
2010-03-23,22820.36251648749,21893.578006686705,LV_BULL,1.0,1.0,0.9787180222657392
2010-03-24,22782.13215649808,22001.858725487946,LV_BULL,1.0,1.0,0.977078401409922
2010-03-25,22870.934400718965,22124.207126998757,LV_BULL,1.0,1.0,0.9808869455017974
2010-03-26,23112.96261042353,22247.01066989801,LV_BULL,1.0,1.0,0.9912670334852125
2010-03-29,23156.049485353185,22348.47600853916,LV_BULL,1.0,1.0,0.9931149401951213
2010-03-30,23262.25119426419,22454.739611049372,LV_BULL,1.0,1.0,0.9976697112436321
2010-03-31,23273.30662363893,22543.36796073867,LV_BULL,1.0,1.0,0.9981438556821848
2010-04-01,23621.47658889041,22630.103612081344,LV_BULL,1.0,1.0,1.0130761434386595
2010-04-05,23915.06835985676,22711.526519215357,LV_BULL,1.0,1.0,1.0256676856293707
2010-04-06,23932.31025624993,22804.33077614169,LV_BULL,1.0,1.0,1.0264071548085234
2010-04-07,23836.19628497676,22907.69863900577,LV_BULL,1.0,1.0,1.022285025906819
2010-04-08,23956.50299722741,23002.6260575303,LV_BULL,1.0,1.0,1.0274447312968706
2010-04-09,24284.75084568858,23098.95312668793,LV_BULL,1.0,1.0,1.0415226007797411
2010-04-12,24157.953153106773,23183.556284028327,LV_BULL,1.0,1.0,1.0360845107046222
2010-04-13,23944.457665413087,23272.99786379893,LV_BULL,1.0,1.0,1.026928131995596
2010-04-14,24370.498098592,23367.528275594315,LV_BULL,1.0,1.0,1.045200122629612
2010-04-15,24363.34281909624,23471.161659828264,LV_BULL,1.0,1.0,1.0448932475310333
2010-04-16,23844.73229580686,23545.87178207885,HV_BULL,1.0,1.0,1.0226511177088946
2010-04-19,23996.608661377024,23616.727560742136,HV_BULL,1.0,1.0,1.0291647800590147
2010-04-20,24105.101399568044,23704.5917296392,HV_BULL,1.0,1.0,1.0338178086020886
2010-04-21,23992.504762480185,23767.25452839528,HV_BULL,1.0,1.0,1.0289887723462103
2010-04-22,24058.07332987107,23825.842176849354,HV_BULL,1.0,1.0,1.0318008722220664
2010-04-23,24477.801644575982,23884.38020061068,HV_BULL,1.0,1.0,1.0498021491851353
2010-04-26,24588.341458556555,23952.131521492007,HV_BULL,1.0,1.0,1.0545429725634896
2010-04-27,23909.428875139016,23993.78240957164,HV_BULL,-1.0,0.0,1.0254258198252861
2010-04-28,23962.86020437604,24021.02435232768,HV_BULL,-1.0,0.0,1.0252720059523124
2010-04-29,24318.892792795126,24060.909136534592,HV_BULL,1.0,1.0,1.0252720059523124
2010-04-30,24144.22323360687,24091.28762118619,HV_BULL,1.0,1.0,1.017754236418769
2010-05-03,24522.378733326463,24110.450553209634,HV_BULL,1.0,1.0,1.0336946689661688
2010-05-04,24004.24273652532,24123.388630300145,LV_BEAR,-1.0,-1.0,1.011853622323947
2010-05-05,23904.115433623258,24124.083890722333,LV_BEAR,-1.0,-1.0,1.015770744025215
2010-05-06,23065.38469393596,24055.797215153492,LV_BEAR,-1.0,-1.0,1.0514113913377958
2010-05-07,22410.495140174884,23946.005062308963,HV_BEAR,-1.0,0.0,1.0812638453952192
2010-05-10,23501.379023540638,23889.41035820749,HV_BEAR,-1.0,0.0,1.08110165581841
2010-05-11,23549.934003953025,23871.458853186992,HV_BEAR,-1.0,0.0,1.08110165581841
2010-05-12,24114.78733053532,23858.393003694888,HV_BEAR,1.0,0.0,1.08110165581841
2010-05-13,23650.07084404002,23831.759164708412,HV_BEAR,-1.0,0.0,1.08110165581841
2010-05-14,23373.26256091665,23799.448702165173,HV_BEAR,-1.0,0.0,1.08110165581841
2010-05-17,23453.82356951783,23777.122301857413,HV_BEAR,-1.0,0.0,1.08110165581841
2010-05-18,23040.416727867814,23737.89552079681,HV_BEAR,-1.0,0.0,1.08110165581841
2010-05-19,22836.959926186173,23688.69668846272,HV_BEAR,-1.0,0.0,1.08110165581841
2010-05-20,21595.6471999501,23558.278734294792,HV_BEAR,-1.0,0.0,1.08110165581841
2010-05-21,22162.51139180224,23479.232680625457,HV_BEAR,-1.0,0.0,1.08110165581841
2010-05-24,21612.099802673856,23387.660180591658,HV_BEAR,-1.0,0.0,1.08110165581841
2010-05-25,21624.291271715247,23259.680558640608,HV_BEAR,-1.0,0.0,1.08110165581841
2010-05-26,21312.344318348725,23169.29312933924,HV_BEAR,-1.0,0.0,1.08110165581841
2010-05-27,22018.21056221949,23060.73381068506,HV_BEAR,-1.0,0.0,1.08110165581841
2010-05-28,21649.16307214728,22948.794737838445,HV_BEAR,-1.0,0.0,1.08110165581841
2010-06-01,21299.84667115953,22846.4318074124,HV_BEAR,-1.0,0.0,1.08110165581841
2010-06-02,21978.66280178774,22707.67112241504,HV_BEAR,-1.0,0.0,1.08110165581841
2010-06-03,22184.100701834144,22611.6062206618,HV_BEAR,-1.0,0.0,1.08110165581841
2010-06-04,21027.46976301987,22479.667872471742,HV_BEAR,-1.0,0.0,1.08110165581841
2010-06-07,20873.972240580155,22394.36216275437,HV_BEAR,-1.0,0.0,1.08110165581841
2010-06-08,21374.099674169396,22285.987274174055,HV_BEAR,-1.0,0.0,1.08110165581841
2010-06-09,21319.31945141432,22186.6030460736,HV_BEAR,-1.0,0.0,1.08110165581841
2010-06-10,21925.848908229287,22083.818497038974,HV_BEAR,-1.0,0.0,1.08110165581841
2010-06-11,21814.711262387813,22008.161824373074,HV_BEAR,-1.0,0.0,1.08110165581841
2010-06-14,21760.82194338842,21898.999177221038,HV_BEAR,-1.0,0.0,1.08110165581841
2010-06-15,22359.546436586214,21846.783497974797,HV_BEAR,1.0,0.0,1.08110165581841
2010-06-16,22188.75059730885,21776.502729350756,HV_BEAR,1.0,0.0,1.08110165581841
2010-06-17,22272.28930381895,21732.95044263084,HV_BEAR,1.0,0.0,1.08110165581841
2010-06-18,22104.94236210791,21721.090427354415,HV_BEAR,1.0,0.0,1.08110165581841
2010-06-21,22001.61725182048,21724.142805893094,HV_BEAR,1.0,0.0,1.08110165581841
2010-06-22,21548.19858812185,21720.81261566795,HV_BEAR,-1.0,0.0,1.08110165581841
2010-06-23,21273.03458294684,21713.49033580761,HV_BEAR,-1.0,0.0,1.08110165581841
2010-06-24,20930.685459354725,21696.4975357634,HV_BEAR,-1.0,0.0,1.08110165581841
2010-06-25,21085.194750732597,21654.15233551802,HV_BEAR,-1.0,0.0,1.08110165581841
2010-06-28,21321.51090571325,21631.138106787093,HV_BEAR,-1.0,0.0,1.08110165581841
2010-06-29,20435.78888937084,21594.162641482184,HV_BEAR,-1.0,0.0,1.08110165581841
2010-06-30,20473.249480242222,21519.93676449633,HV_BEAR,-1.0,0.0,1.08110165581841
2010-07-01,20453.488669017526,21420.56496710445,HV_BEAR,-1.0,0.0,1.08110165581841
2010-07-02,20000.33554366776,21374.0104606342,LV_BEAR,-1.0,-1.0,1.08110165581841
2010-07-06,20112.2899427922,21338.54959498467,LV_BEAR,-1.0,-1.0,1.0748878877854076
2010-07-07,20599.6025581534,21305.61909126091,LV_BEAR,-1.0,-1.0,1.0488437909020236
2010-07-08,20660.72533262225,21266.747004849207,LV_BEAR,-1.0,-1.0,1.0457316802531227
2010-07-09,20916.46698676014,21231.89758385539,LV_BEAR,-1.0,-1.0,1.0327874517525841
2010-07-12,20893.62467703539,21189.162197964117,LV_BEAR,-1.0,-1.0,1.0339153310864937
2010-07-13,21254.067198051944,21159.25534628781,LV_BEAR,1.0,0.0,1.0160789310259486
2010-07-14,21439.201759866133,21099.73678995173,LV_BEAR,1.0,0.0,1.0159265191862947
2010-07-15,21473.454889920897,21062.09223658819,LV_BEAR,1.0,0.0,1.0159265191862947
2010-07-16,20780.43422743588,21005.5227968446,LV_BEAR,-1.0,-1.0,1.0159265191862947
2010-07-19,20887.21853288261,20936.853827701572,LV_BEAR,-1.0,-1.0,1.0105535940757795
2010-07-20,21055.32991132073,20883.10970898117,LV_BEAR,1.0,0.0,1.0024201244413125
2010-07-21,20773.582803396923,20849.64688919704,LV_BEAR,-1.0,-1.0,1.0022697614226463
2010-07-22,21384.04470818419,20841.083994741886,LV_BEAR,1.0,0.0,0.9726662681990209
2010-07-23,21528.47178630676,20859.032971428485,LV_BEAR,1.0,0.0,0.9725203682587911
2010-07-26,21883.15763385968,20884.40687073048,LV_BEAR,1.0,0.0,0.9725203682587911
2010-07-27,21937.815946506307,20914.828709047,LV_BEAR,1.0,0.0,0.9725203682587911
2010-07-28,21919.38704643429,20963.101716694917,LV_BEAR,1.0,0.0,0.9725203682587911
2010-07-29,21950.47801190507,21046.98198654451,LV_BEAR,1.0,0.0,0.9725203682587911
2010-07-30,21760.27123822094,21122.30379465078,LV_BEAR,1.0,0.0,0.9725203682587911
2010-08-02,22157.75470995511,21204.399487286475,LV_BEAR,1.0,0.0,0.9725203682587911
2010-08-03,21993.704067542643,21312.190405348014,LV_BEAR,1.0,0.0,0.9725203682587911
2010-08-04,21873.10588991068,21392.285729951192,LV_BEAR,1.0,0.0,0.9725203682587911
2010-08-05,21851.595900534998,21456.0691448295,LV_BEAR,1.0,0.0,0.9725203682587911
2010-08-06,21778.06793031556,21492.354700011987,LV_BEAR,1.0,0.0,0.9725203682587911
2010-08-09,21815.37286994369,21546.80086000459,LV_BEAR,1.0,0.0,0.9725203682587911
2010-08-10,21635.46536530974,21575.339047173307,LV_BEAR,1.0,0.0,0.9725203682587911
2010-08-11,20886.25586708684,21568.978729039776,LV_BEAR,-1.0,-1.0,0.9725203682587911
2010-08-12,20869.385271725987,21546.992938892057,LV_BEAR,-1.0,-1.0,0.9731600305951613
2010-08-13,20889.6235416583,21549.416225860943,LV_BEAR,-1.0,-1.0,0.972216300095672
2010-08-16,20802.094047663977,21564.43618375326,LV_BEAR,-1.0,-1.0,0.9762899781411717
